Customer ID, Customer First Name, Customer Last Name, Data Stamp, Portfolio ID, Model Portfolio ID, Model Portfolio Name, Investment Product ID, Weightage (Customer Holdings), Weightage (Model Portfolio), Difference, Alert
1095, Adasdas, Asdasda, Mon Jan 14 2019 23:23:06 GMT+0800 (+08), 1037, 10, Profile 65% Equity, LQD, 0, 0.105, 0.105, 
1095, Adasdas, Asdasda, Mon Jan 14 2019 23:23:06 GMT+0800 (+08), 1037, 10, Profile 65% Equity, AGG, 0, 0.14, 0.14, 
1096, rohith, thatchan, Tue Dec 18 2018 19:18:01 GMT+0800 (+08), 727, 13, Profile 80% Equity, SCHD, 5, 0.168, -4.832, 
1096, rohith, thatchan, Thu Dec 13 2018 19:32:44 GMT+0800 (+08), 727, 13, Profile 80% Equity, AGG, 5, 0.08, -4.92, 
1096, rohith, thatchan, Thu Dec 13 2018 19:32:44 GMT+0800 (+08), 727, 13, Profile 80% Equity, VTI, 5, 0.22399999999999998, -4.776, 
1096, rohith, thatchan, Thu Dec 13 2018 19:32:44 GMT+0800 (+08), 727, undefined, undefined, IAU, 5, undefined, undefined, data inconsistency
1096, rohith, thatchan, Thu Dec 13 2018 19:32:44 GMT+0800 (+08), 727, 13, Profile 80% Equity, VEA, 5, 0.168, -4.832, 
1096, rohith, thatchan, Thu Dec 13 2018 19:32:44 GMT+0800 (+08), 727, 13, Profile 80% Equity, LQD, 5, 0.06, -4.94, 
1096, rohith, thatchan, Thu Dec 13 2018 19:32:44 GMT+0800 (+08), 727, undefined, undefined, VCSH, 5, undefined, undefined, data inconsistency
1096, rohith, thatchan, Thu Dec 13 2018 19:32:44 GMT+0800 (+08), 727, 13, Profile 80% Equity, QQQ, 5, 0.055999999999999994, -4.944, 
1096, rohith, thatchan, Thu Dec 13 2018 19:32:44 GMT+0800 (+08), 727, undefined, undefined, TIP, 5, undefined, undefined, data inconsistency
1096, rohith, thatchan, Thu Dec 13 2018 19:32:44 GMT+0800 (+08), 727, 13, Profile 80% Equity, XSOE, 5, 0.07200000000000001, -4.928, 
1117, Shekhar, three thousand one, Tue Dec 18 2018 19:18:01 GMT+0800 (+08), 728, undefined, undefined, VCSH, 5, undefined, undefined, data inconsistency
1117, Shekhar, three thousand one, Thu Dec 13 2018 19:32:47 GMT+0800 (+08), 728, 11, Profile 70% Equity, XSOE, 5, 0.063, -4.937, 
1117, Shekhar, three thousand one, Thu Dec 13 2018 19:32:47 GMT+0800 (+08), 728, 11, Profile 70% Equity, VEA, 5, 0.147, -4.853, 
1117, Shekhar, three thousand one, Thu Dec 13 2018 19:32:47 GMT+0800 (+08), 728, 11, Profile 70% Equity, QQQ, 5, 0.049, -4.951, 
1117, Shekhar, three thousand one, Thu Dec 13 2018 19:32:47 GMT+0800 (+08), 728, undefined, undefined, TIP, 5, undefined, undefined, data inconsistency
1117, Shekhar, three thousand one, Thu Dec 13 2018 19:32:47 GMT+0800 (+08), 728, 11, Profile 70% Equity, AGG, 5, 0.12, -4.88, 
1117, Shekhar, three thousand one, Thu Dec 13 2018 19:32:46 GMT+0800 (+08), 728, 11, Profile 70% Equity, VTI, 5, 0.196, -4.804, 
1117, Shekhar, three thousand one, Thu Dec 13 2018 19:32:47 GMT+0800 (+08), 728, 11, Profile 70% Equity, LQD, 5, 0.09, -4.91, 
1117, Shekhar, three thousand one, Thu Dec 13 2018 19:32:47 GMT+0800 (+08), 728, 11, Profile 70% Equity, SCHD, 5, 0.147, -4.853, 
1117, Shekhar, three thousand one, Thu Dec 13 2018 19:32:47 GMT+0800 (+08), 728, undefined, undefined, IAU, 5, undefined, undefined, data inconsistency
1118, Shekhar, Three thousand two, Tue Dec 18 2018 19:18:02 GMT+0800 (+08), 729, 15, Profile 90% Equity, AGG, 3010.53, 0.04, -3010.4900000000002, potential error
1118, Shekhar, Three thousand two, Thu Dec 13 2018 19:32:49 GMT+0800 (+08), 729, undefined, undefined, IAU, 5, undefined, undefined, data inconsistency
1118, Shekhar, Three thousand two, Thu Dec 13 2018 19:32:49 GMT+0800 (+08), 729, 15, Profile 90% Equity, VEA, 5, 0.18899999999999997, -4.811, 
1118, Shekhar, Three thousand two, Thu Dec 13 2018 19:32:49 GMT+0800 (+08), 729, 15, Profile 90% Equity, LQD, 5, 0.03, -4.97, 
1118, Shekhar, Three thousand two, Thu Dec 13 2018 19:32:49 GMT+0800 (+08), 729, 15, Profile 90% Equity, QQQ, 5, 0.063, -4.937, 
1118, Shekhar, Three thousand two, Thu Dec 13 2018 19:32:49 GMT+0800 (+08), 729, undefined, undefined, TIP, 5, undefined, undefined, data inconsistency
1118, Shekhar, Three thousand two, Thu Dec 13 2018 19:32:49 GMT+0800 (+08), 729, 15, Profile 90% Equity, VTI, 5, 0.252, -4.748, 
1118, Shekhar, Three thousand two, Thu Dec 13 2018 19:32:49 GMT+0800 (+08), 729, 15, Profile 90% Equity, SCHD, 5, 0.18899999999999997, -4.811, 
1118, Shekhar, Three thousand two, Thu Dec 13 2018 19:32:49 GMT+0800 (+08), 729, undefined, undefined, VCSH, 5, undefined, undefined, data inconsistency
1118, Shekhar, Three thousand two, Thu Dec 13 2018 19:32:49 GMT+0800 (+08), 729, 15, Profile 90% Equity, XSOE, 5, 0.081, -4.919, 
1130, Shekhar, three thousand hundred, Fri Dec 07 2018 00:50:01 GMT+0800 (+08), 730, undefined, undefined, IAU, null, undefined, undefined, data inconsistency
1130, Shekhar, three thousand hundred, Fri Dec 07 2018 09:24:01 GMT+0800 (+08), 730, 2, Profile 25% Equity, QQQ, null, 0.0175, 0.0175, 
1130, Shekhar, three thousand hundred, Fri Dec 07 2018 00:50:01 GMT+0800 (+08), 730, 2, Profile 25% Equity, VEA, null, 0.0525, 0.0525, 
1130, Shekhar, three thousand hundred, Fri Dec 07 2018 00:50:01 GMT+0800 (+08), 730, undefined, undefined, VCSH, null, undefined, undefined, data inconsistency
1130, Shekhar, three thousand hundred, Fri Dec 07 2018 00:50:01 GMT+0800 (+08), 730, 2, Profile 25% Equity, VTI, null, 0.07, 0.07, 
1130, Shekhar, three thousand hundred, Fri Dec 07 2018 00:50:01 GMT+0800 (+08), 730, 2, Profile 25% Equity, AGG, null, 0.3, 0.3, 
1130, Shekhar, three thousand hundred, Fri Dec 07 2018 00:50:01 GMT+0800 (+08), 730, 2, Profile 25% Equity, LQD, null, 0.21, 0.21, 
1130, Shekhar, three thousand hundred, Fri Dec 07 2018 00:50:01 GMT+0800 (+08), 730, undefined, undefined, TIP, null, undefined, undefined, data inconsistency
1130, Shekhar, three thousand hundred, Fri Dec 07 2018 00:50:01 GMT+0800 (+08), 730, 2, Profile 25% Equity, XSOE, null, 0.0225, 0.0225, 
1130, Shekhar, three thousand hundred, Fri Dec 07 2018 00:50:01 GMT+0800 (+08), 730, 2, Profile 25% Equity, SCHD, null, 0.0525, 0.0525, 
1131, Shekhar, three thousand two, Fri Dec 07 2018 09:23:41 GMT+0800 (+08), 731, 11, Profile 70% Equity, SCHD, null, 0.147, 0.147, 
1131, Shekhar, three thousand two, Fri Dec 07 2018 09:23:42 GMT+0800 (+08), 731, 11, Profile 70% Equity, QQQ, null, 0.049, 0.049, 
1131, Shekhar, three thousand two, Fri Dec 07 2018 09:24:01 GMT+0800 (+08), 731, undefined, undefined, IAU, null, undefined, undefined, data inconsistency
1131, Shekhar, three thousand two, Fri Dec 07 2018 00:50:01 GMT+0800 (+08), 731, 11, Profile 70% Equity, LQD, null, 0.09, 0.09, 
1131, Shekhar, three thousand two, Fri Dec 07 2018 09:23:41 GMT+0800 (+08), 731, 11, Profile 70% Equity, VEA, null, 0.147, 0.147, 
1131, Shekhar, three thousand two, Fri Dec 07 2018 09:23:42 GMT+0800 (+08), 731, 11, Profile 70% Equity, AGG, null, 0.12, 0.12, 
1131, Shekhar, three thousand two, Fri Dec 07 2018 00:50:01 GMT+0800 (+08), 731, undefined, undefined, VCSH, null, undefined, undefined, data inconsistency
1131, Shekhar, three thousand two, Fri Dec 07 2018 00:50:01 GMT+0800 (+08), 731, undefined, undefined, TIP, null, undefined, undefined, data inconsistency
1131, Shekhar, three thousand two, Fri Dec 07 2018 09:23:42 GMT+0800 (+08), 731, 11, Profile 70% Equity, VTI, null, 0.196, 0.196, 
1131, Shekhar, three thousand two, Fri Dec 07 2018 09:23:42 GMT+0800 (+08), 731, 11, Profile 70% Equity, XSOE, null, 0.063, 0.063, 
1095, Adasdas, Asdasda, Mon Jan 14 2019 23:40:52 GMT+0800 (+08), 1038, 13, Profile 80% Equity, VTI, 0, 0.22399999999999998, 0.22399999999999998, 
1095, Adasdas, Asdasda, Mon Jan 14 2019 23:40:52 GMT+0800 (+08), 1038, 13, Profile 80% Equity, SCHD, 0, 0.168, 0.168, 
1095, Adasdas, Asdasda, Mon Jan 14 2019 23:40:52 GMT+0800 (+08), 1038, 13, Profile 80% Equity, QQQ, 0, 0.055999999999999994, 0.055999999999999994, 
1095, Adasdas, Asdasda, Mon Jan 14 2019 23:40:52 GMT+0800 (+08), 1038, 13, Profile 80% Equity, IVW, 0, 0.055999999999999994, 0.055999999999999994, 
1095, Adasdas, Asdasda, Mon Jan 14 2019 23:40:52 GMT+0800 (+08), 1038, 13, Profile 80% Equity, XSOE, 0, 0.07200000000000001, 0.07200000000000001, 
1095, Adasdas, Asdasda, Mon Jan 14 2019 23:40:52 GMT+0800 (+08), 1038, 13, Profile 80% Equity, AGG, 0, 0.08, 0.08, 
1095, Adasdas, Asdasda, Mon Jan 14 2019 23:40:52 GMT+0800 (+08), 1038, 13, Profile 80% Equity, VEA, 0, 0.168, 0.168, 
1095, Adasdas, Asdasda, Mon Jan 14 2019 23:40:52 GMT+0800 (+08), 1038, 13, Profile 80% Equity, VTV, 0, 0.055999999999999994, 0.055999999999999994, 
1095, Adasdas, Asdasda, Mon Jan 14 2019 23:40:52 GMT+0800 (+08), 1038, 13, Profile 80% Equity, MUB, 0, 0.06, 0.06, 
1095, Adasdas, Asdasda, Mon Jan 14 2019 23:40:52 GMT+0800 (+08), 1038, 13, Profile 80% Equity, LQD, 0, 0.06, 0.06, 
1394, pierre, valentin, Tue Jan 15 2019 10:56:17 GMT+0800 (+08), 1039, 15, Profile 90% Equity, VTI, 0, 0.252, 0.252, 
1394, pierre, valentin, Tue Jan 15 2019 10:56:17 GMT+0800 (+08), 1039, 15, Profile 90% Equity, SCHD, 0, 0.18899999999999997, 0.18899999999999997, 
1394, pierre, valentin, Tue Jan 15 2019 10:56:17 GMT+0800 (+08), 1039, 15, Profile 90% Equity, VEA, 0, 0.18899999999999997, 0.18899999999999997, 
1394, pierre, valentin, Tue Jan 15 2019 10:56:17 GMT+0800 (+08), 1039, 15, Profile 90% Equity, XSOE, 0, 0.081, 0.081, 
1394, pierre, valentin, Tue Jan 15 2019 10:56:17 GMT+0800 (+08), 1039, 15, Profile 90% Equity, QQQ, 0, 0.063, 0.063, 
1394, pierre, valentin, Tue Jan 15 2019 10:56:17 GMT+0800 (+08), 1039, 15, Profile 90% Equity, IVW, 0, 0.063, 0.063, 
1394, pierre, valentin, Tue Jan 15 2019 10:56:17 GMT+0800 (+08), 1039, 15, Profile 90% Equity, LQD, 0, 0.03, 0.03, 
1394, pierre, valentin, Tue Jan 15 2019 10:56:17 GMT+0800 (+08), 1039, 15, Profile 90% Equity, VTV, 0, 0.063, 0.063, 
1394, pierre, valentin, Tue Jan 15 2019 10:56:17 GMT+0800 (+08), 1039, 15, Profile 90% Equity, AGG, 0, 0.04, 0.04, 
1394, pierre, valentin, Tue Jan 15 2019 10:56:17 GMT+0800 (+08), 1039, 15, Profile 90% Equity, MUB, 0, 0.03, 0.03, 
932, Shekhar, sfsafaf, Tue Dec 18 2018 19:18:01 GMT+0800 (+08), 962, undefined, undefined, SPY, 0.05475881446455904, undefined, undefined, data inconsistency
932, Shekhar, sfsafaf, Thu Dec 13 2018 19:32:49 GMT+0800 (+08), 962, 9, Profile 60% Equity, VTI, 0.17913919618385044, 0.168, -0.011139196183850425, 
932, Shekhar, sfsafaf, Thu Dec 13 2018 19:32:49 GMT+0800 (+08), 962, 9, Profile 60% Equity, MUB, 0.12313697176596038, 0.12, -0.0031369717659603807, 
932, Shekhar, sfsafaf, Thu Dec 13 2018 19:32:49 GMT+0800 (+08), 962, 9, Profile 60% Equity, SCHD, 0.1265886277157044, 0.126, -0.0005886277157043929, 
932, Shekhar, sfsafaf, Thu Dec 13 2018 19:32:49 GMT+0800 (+08), 962, 9, Profile 60% Equity, VTV, 0.05428800368927846, 0.042, -0.01228800368927846, 
932, Shekhar, sfsafaf, Thu Dec 13 2018 19:32:49 GMT+0800 (+08), 962, 9, Profile 60% Equity, VEA, 0.12466052065150823, 0.126, 0.0013394793484917678, 
932, Shekhar, sfsafaf, Thu Dec 13 2018 19:32:49 GMT+0800 (+08), 962, 9, Profile 60% Equity, IVW, 0.061760461911017035, 0.042, -0.019760461911017033, 
932, Shekhar, sfsafaf, Thu Dec 13 2018 19:32:49 GMT+0800 (+08), 962, 9, Profile 60% Equity, QQQ, 0.0623898615790237, 0.042, -0.0203898615790237, 
932, Shekhar, sfsafaf, Thu Dec 13 2018 19:32:49 GMT+0800 (+08), 962, 9, Profile 60% Equity, XSOE, 0.054485457294202226, 0.054000000000000006, -0.0004854572942022198, 
932, Shekhar, sfsafaf, Thu Dec 13 2018 19:32:49 GMT+0800 (+08), 962, 9, Profile 60% Equity, AGG, 0.15879208474489623, 0.16, 0.0012079152551037753, 
1176, Shekhar, Test, Thu Dec 13 2018 19:32:45 GMT+0800 (+08), 757, 15, Profile 90% Equity, XSOE, 413.14, 0.081, -413.05899999999997, potential error
1176, Shekhar, Test, Tue Dec 18 2018 19:18:02 GMT+0800 (+08), 757, undefined, undefined, VCSH, 5, undefined, undefined, data inconsistency
1176, Shekhar, Test, Thu Dec 13 2018 17:58:27 GMT+0800 (+08), 757, 15, Profile 90% Equity, VTI, 5, 0.252, -4.748, 
1176, Shekhar, Test, Thu Dec 13 2018 19:32:45 GMT+0800 (+08), 757, 15, Profile 90% Equity, QQQ, 5, 0.063, -4.937, 
1176, Shekhar, Test, Thu Dec 13 2018 19:32:45 GMT+0800 (+08), 757, 15, Profile 90% Equity, VEA, 5, 0.18899999999999997, -4.811, 
1176, Shekhar, Test, Thu Dec 13 2018 19:32:45 GMT+0800 (+08), 757, undefined, undefined, TIP, 5, undefined, undefined, data inconsistency
1176, Shekhar, Test, Thu Dec 13 2018 19:32:45 GMT+0800 (+08), 757, 15, Profile 90% Equity, LQD, 5, 0.03, -4.97, 
1176, Shekhar, Test, Thu Dec 13 2018 19:32:45 GMT+0800 (+08), 757, 15, Profile 90% Equity, SCHD, 5, 0.18899999999999997, -4.811, 
1176, Shekhar, Test, Thu Dec 13 2018 19:32:45 GMT+0800 (+08), 757, undefined, undefined, IAU, 5, undefined, undefined, data inconsistency
1176, Shekhar, Test, Thu Dec 13 2018 19:32:45 GMT+0800 (+08), 757, 15, Profile 90% Equity, AGG, 5, 0.04, -4.96, 
936, Test, Status, Tue Dec 18 2018 19:18:02 GMT+0800 (+08), 732, 15, Profile 90% Equity, XSOE, null, 0.081, 0.081, 
936, Test, Status, Mon Dec 10 2018 22:34:01 GMT+0800 (+08), 732, 15, Profile 90% Equity, LQD, null, 0.03, 0.03, 
936, Test, Status, Mon Dec 10 2018 22:34:01 GMT+0800 (+08), 732, 15, Profile 90% Equity, AGG, null, 0.04, 0.04, 
936, Test, Status, Mon Dec 10 2018 22:34:01 GMT+0800 (+08), 732, undefined, undefined, VCSH, null, undefined, undefined, data inconsistency
936, Test, Status, Mon Dec 10 2018 22:34:01 GMT+0800 (+08), 732, undefined, undefined, TIP, null, undefined, undefined, data inconsistency
936, Test, Status, Mon Dec 10 2018 22:34:01 GMT+0800 (+08), 732, 15, Profile 90% Equity, VEA, null, 0.18899999999999997, 0.18899999999999997, 
936, Test, Status, Mon Dec 10 2018 22:34:01 GMT+0800 (+08), 732, 15, Profile 90% Equity, VTI, null, 0.252, 0.252, 
936, Test, Status, Mon Dec 10 2018 22:34:01 GMT+0800 (+08), 732, undefined, undefined, IAU, null, undefined, undefined, data inconsistency
936, Test, Status, Mon Dec 10 2018 22:34:01 GMT+0800 (+08), 732, 15, Profile 90% Equity, SCHD, null, 0.18899999999999997, 0.18899999999999997, 
936, Test, Status, Mon Dec 10 2018 22:34:01 GMT+0800 (+08), 732, 15, Profile 90% Equity, QQQ, null, 0.063, 0.063, 
1175, Shekhar, Test, Tue Dec 18 2018 19:18:01 GMT+0800 (+08), 754, undefined, undefined, TIP, 5, undefined, undefined, data inconsistency
1175, Shekhar, Test, Thu Dec 13 2018 19:32:44 GMT+0800 (+08), 754, undefined, undefined, VCSH, 5, undefined, undefined, data inconsistency
1175, Shekhar, Test, Thu Dec 13 2018 19:32:44 GMT+0800 (+08), 754, 15, Profile 90% Equity, QQQ, 5, 0.063, -4.937, 
1175, Shekhar, Test, Thu Dec 13 2018 19:32:43 GMT+0800 (+08), 754, 15, Profile 90% Equity, VEA, 5, 0.18899999999999997, -4.811, 
1175, Shekhar, Test, Thu Dec 13 2018 19:32:43 GMT+0800 (+08), 754, 15, Profile 90% Equity, LQD, 5, 0.03, -4.97, 
1175, Shekhar, Test, Thu Dec 13 2018 19:32:44 GMT+0800 (+08), 754, 15, Profile 90% Equity, SCHD, 5, 0.18899999999999997, -4.811, 
1175, Shekhar, Test, Thu Dec 13 2018 19:32:44 GMT+0800 (+08), 754, undefined, undefined, IAU, 5, undefined, undefined, data inconsistency
1175, Shekhar, Test, Thu Dec 13 2018 19:32:44 GMT+0800 (+08), 754, 15, Profile 90% Equity, XSOE, 5, 0.081, -4.919, 
1175, Shekhar, Test, Thu Dec 13 2018 19:32:43 GMT+0800 (+08), 754, 15, Profile 90% Equity, VTI, 5, 0.252, -4.748, 
1175, Shekhar, Test, Thu Dec 13 2018 19:32:44 GMT+0800 (+08), 754, 15, Profile 90% Equity, AGG, 5, 0.04, -4.96, 
932, Shekhar, sfsafaf, Tue Dec 18 2018 19:18:01 GMT+0800 (+08), 798, 14, Profile 85% Equity, QQQ, 5, 0.059500000000000004, -4.9405, 
932, Shekhar, sfsafaf, Thu Dec 13 2018 19:32:44 GMT+0800 (+08), 798, undefined, undefined, VCSH, 5, undefined, undefined, data inconsistency
932, Shekhar, sfsafaf, Thu Dec 13 2018 19:32:44 GMT+0800 (+08), 798, undefined, undefined, TIP, 5, undefined, undefined, data inconsistency
932, Shekhar, sfsafaf, Thu Dec 13 2018 19:32:44 GMT+0800 (+08), 798, 14, Profile 85% Equity, AGG, 5, 0.06, -4.94, 
932, Shekhar, sfsafaf, Thu Dec 13 2018 19:32:44 GMT+0800 (+08), 798, 14, Profile 85% Equity, VTI, 5, 0.23800000000000002, -4.762, 
932, Shekhar, sfsafaf, Thu Dec 13 2018 19:32:44 GMT+0800 (+08), 798, 14, Profile 85% Equity, LQD, 5, 0.045, -4.955, 
932, Shekhar, sfsafaf, Thu Dec 13 2018 19:32:44 GMT+0800 (+08), 798, 14, Profile 85% Equity, VEA, 5, 0.17850000000000002, -4.8215, 
932, Shekhar, sfsafaf, Thu Dec 13 2018 19:32:44 GMT+0800 (+08), 798, 14, Profile 85% Equity, SCHD, 5, 0.17850000000000002, -4.8215, 
932, Shekhar, sfsafaf, Thu Dec 13 2018 19:32:44 GMT+0800 (+08), 798, 14, Profile 85% Equity, XSOE, 5, 0.0765, -4.9235, 
932, Shekhar, sfsafaf, Thu Dec 13 2018 19:32:44 GMT+0800 (+08), 798, undefined, undefined, IAU, 5, undefined, undefined, data inconsistency
1187, Shekhar, Test, Tue Dec 18 2018 19:19:01 GMT+0800 (+08), 801, 13, Profile 80% Equity, VTI, 5, 0.22399999999999998, -4.776, 
1187, Shekhar, Test, Thu Dec 13 2018 19:32:44 GMT+0800 (+08), 801, undefined, undefined, VCSH, 5, undefined, undefined, data inconsistency
1187, Shekhar, Test, Thu Dec 13 2018 19:32:45 GMT+0800 (+08), 801, 13, Profile 80% Equity, SCHD, 507.87, 0.168, -507.702, potential error
1187, Shekhar, Test, Thu Dec 13 2018 19:32:45 GMT+0800 (+08), 801, 13, Profile 80% Equity, LQD, 5, 0.06, -4.94, 
1187, Shekhar, Test, Thu Dec 13 2018 19:32:45 GMT+0800 (+08), 801, undefined, undefined, TIP, 5, undefined, undefined, data inconsistency
1187, Shekhar, Test, Thu Dec 13 2018 19:32:45 GMT+0800 (+08), 801, 13, Profile 80% Equity, XSOE, 5, 0.07200000000000001, -4.928, 
1187, Shekhar, Test, Thu Dec 13 2018 19:32:44 GMT+0800 (+08), 801, 13, Profile 80% Equity, QQQ, 5, 0.055999999999999994, -4.944, 
1187, Shekhar, Test, Thu Dec 13 2018 19:32:45 GMT+0800 (+08), 801, 13, Profile 80% Equity, VEA, 5, 0.168, -4.832, 
1187, Shekhar, Test, Thu Dec 13 2018 19:32:45 GMT+0800 (+08), 801, 13, Profile 80% Equity, AGG, 5, 0.08, -4.92, 
1187, Shekhar, Test, Thu Dec 13 2018 17:57:52 GMT+0800 (+08), 801, undefined, undefined, IAU, 5, undefined, undefined, data inconsistency
1188, Shekhar, Test, Thu Dec 13 2018 19:32:43 GMT+0800 (+08), 805, undefined, undefined, VCSH, 5, undefined, undefined, data inconsistency
1188, Shekhar, Test, Thu Dec 13 2018 19:32:43 GMT+0800 (+08), 805, 13, Profile 80% Equity, LQD, 5, 0.06, -4.94, 
1188, Shekhar, Test, Tue Dec 18 2018 19:18:01 GMT+0800 (+08), 805, undefined, undefined, TIP, 5, undefined, undefined, data inconsistency
1188, Shekhar, Test, Thu Dec 13 2018 19:32:49 GMT+0800 (+08), 805, 13, Profile 80% Equity, VTI, 1293.59, 0.22399999999999998, -1293.366, potential error
1188, Shekhar, Test, Thu Dec 13 2018 19:32:49 GMT+0800 (+08), 805, 13, Profile 80% Equity, SCHD, 841.28, 0.168, -841.112, potential error
1188, Shekhar, Test, Thu Dec 13 2018 19:32:43 GMT+0800 (+08), 805, 13, Profile 80% Equity, QQQ, 5, 0.055999999999999994, -4.944, 
1188, Shekhar, Test, Thu Dec 13 2018 19:32:43 GMT+0800 (+08), 805, 13, Profile 80% Equity, AGG, 5, 0.08, -4.92, 
1188, Shekhar, Test, Thu Dec 13 2018 19:32:43 GMT+0800 (+08), 805, 13, Profile 80% Equity, VEA, 5, 0.168, -4.832, 
1188, Shekhar, Test, Thu Dec 13 2018 19:32:43 GMT+0800 (+08), 805, undefined, undefined, IAU, 5, undefined, undefined, data inconsistency
1188, Shekhar, Test, Thu Dec 13 2018 19:32:43 GMT+0800 (+08), 805, 13, Profile 80% Equity, XSOE, 5, 0.07200000000000001, -4.928, 
1189, Shekhar, Test, Tue Dec 18 2018 19:18:02 GMT+0800 (+08), 809, undefined, undefined, QQQ, 899.44, undefined, undefined, data inconsistency
1189, Shekhar, Test, Thu Dec 13 2018 19:32:49 GMT+0800 (+08), 809, undefined, undefined, XSOE, 185.56, undefined, undefined, data inconsistency
1189, Shekhar, Test, Thu Dec 13 2018 19:32:48 GMT+0800 (+08), 809, undefined, undefined, VCSH, 5, undefined, undefined, data inconsistency
1189, Shekhar, Test, Thu Dec 13 2018 19:32:49 GMT+0800 (+08), 809, undefined, undefined, AGG, 5, undefined, undefined, data inconsistency
1189, Shekhar, Test, Thu Dec 13 2018 19:32:48 GMT+0800 (+08), 809, undefined, undefined, VEA, 5, undefined, undefined, data inconsistency
1189, Shekhar, Test, Thu Dec 13 2018 19:32:48 GMT+0800 (+08), 809, undefined, undefined, SCHD, 5, undefined, undefined, data inconsistency
1189, Shekhar, Test, Thu Dec 13 2018 19:32:48 GMT+0800 (+08), 809, undefined, undefined, VTI, 5, undefined, undefined, data inconsistency
1189, Shekhar, Test, Thu Dec 13 2018 19:32:48 GMT+0800 (+08), 809, undefined, undefined, IAU, 5, undefined, undefined, data inconsistency
1189, Shekhar, Test, Thu Dec 13 2018 19:32:48 GMT+0800 (+08), 809, undefined, undefined, TIP, 5, undefined, undefined, data inconsistency
